Artist URI(s),Artist Name(s)
"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","Flo Rida, Jason Derulo"
spotify:artist:2dd5mrQZvg6SmahdgVKDzh,PSY
"spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:6ASri4ePR7RlsvIQgWPJpS","Clean Bandit, iann dior"
"spotify:artist:2gBjLmx6zQnFGQJCAQpRgw, spotify:artist:3AuMNF8rQAKOzjYppFNAoB","Nelly, Kelly Rowland"
spotify:artist:5g3nAtwyoQFlhdK8mSU4I3,Caramel Blue
spotify:artist:0LhHRmSd1EYM5QdNeNnCoQ,Darude
spotify:artist:5rEdctzMWxizV00szOsWfD,Colleen Hewett
spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,The Temptations
spotify:artist:25uiPmTg16RbhZWAqwLBy5,Charli XCX
spotify:artist:15ajdFAi5bjj5pS9laBfBL,Right Said Fred
spotify:artist:5os0Ltvz8Q8BvXOPOd1frx,Inner Circle
"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:21E3waRsmPlU7jZsS13rcj","Rihanna, Ne-Yo"
spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,Billy Joel
spotify:artist:7DZDByO8dEuOb1V5JcJPfI,Brian Cadd
spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna
spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding
spotify:artist:6eQ3AHw7yEVoX87xDS1ZiP,Killing Heidi
spotify:artist:6kXp61QMZFPcKMcRPqoiVj,Gin Blossoms
spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel
spotify:artist:3EhbVgyfGd7HkpsagwL9GS,Alice Cooper
spotify:artist:5mxB08ktCukEhGMg2YZeEv,Colin Hay
spotify:artist:6KImCVD70vtIoJWnq6nGn3,Harry Styles
spotify:artist:10exVja0key0uqUkk6LJRT,Vance Joy
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé
spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber
"spotify:artist:3y24n3XhZ96wgwRXjvS17T, spotify:artist:20GRegBvsJnKjeK587myg9","Coolio, 40 Thevz"
spotify:artist:2jgPkn6LuUazBoBk6vvjh5,The Zombies
spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Culture Club
spotify:artist:4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John
spotify:artist:2hrWpLNoJcs1EnWSXvB6JI,The Rubens
spotify:artist:0NyzfcGDZZ6GM25EBG9BYK,Ray Parker Jr.
spotify:artist:0t3QQl52F463sxGXb1ckhB,Betty Who
spotify:artist:6eoJpTIlcuxJNjV5fDzDJH,Live
spotify:artist:2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen
"spotify:artist:0YWxKQj2Go9CGHCp77UOyy, spotify:artist:15qg3Tr23aMVGAruYtlMdg, spotify:artist:5wBDD4FNJvob5fAGkAIQ92","Fabolous, Mike Shorey, Lil' Mo"
spotify:artist:7juKTDFlPesGeWQ1GmjmOv,Silentó
spotify:artist:6deZN1bslXzeGvOLaLMOIF,Nickelback
spotify:artist:2tUGlReCZRMoRgl0IS79i3,No Mercy
"spotify:artist:5JZ7CnR6gTvEMKX4g70Amv, spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","Lauv, Conan Gray"
spotify:artist:3bUwxJgNakzYKkqAVgZLlh,Travis
spotify:artist:7lzordPuZEXxwt9aoVZYmG,Billy Idol
spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers
"spotify:artist:1YfEcTuGvBQ8xSD1f53UnK, spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ, spotify:artist:7JXCJDLGh1k9cg6JbYCpYl","Busta Rhymes, Mariah Carey, Flipmode Squad"
spotify:artist:4vRSocKbGh7PsQrYRDVMEF,Lindsay Lohan
spotify:artist:2i47jyM5ckYIxJd9W13nT2,Qwote feat. Pitbull & Lucenzo
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna
spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child
spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels
"spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0, spotify:artist:2jFZlvIea42ZvcCw4OeEdA","Frank Sinatra, Count Basie"
spotify:artist:31ACkQCBFwLQGxN8MwfSrO,Tiki Taane
"spotify:artist:2RQXRUsr4IW1f3mKyKsy4B, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","Noah Kahan, Julia Michaels"
spotify:artist:72OaDtakiy6yFqkt4TsiFt,Cher
spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo
spotify:artist:530Sdm7eqqzWBdDmILMgnu,Robert Palmer
"spotify:artist:3e7awlrlDSwF3iM0WBjGMp, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","Little Mix, Jason Derulo"
spotify:artist:0KyCXNSa7ZMb5LydfKbLG3,David Lee Roth
spotify:artist:3VNITwohbvU5Wuy5PC6dsI,Kool & The Gang
"spotify:artist:5piMnm6faQpIVYaFfaZSKf, spotify:artist:1Sfa6q3hJQmNsaLi9DozYi","Teddy Cream, Szabo"
spotify:artist:4t52ndk0OkAxtb4vMDLPhe,Daryl Braithwaite
spotify:artist:0omNfQLl6nRxZTOQGbwYbB,Madasun
spotify:artist:3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival
"spotify:artist:4IJczjB0fJ04gs4uvP0Fli, spotify:artist:2TnJ7VOpGzjtKUn0ObpEYe","Gym Class Heroes, Neon Hitch"
spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta
spotify:artist:0DAqhikcMKLo2lPADVz2fs,Jay & The Americans
spotify:artist:3rfgbfpPSfXY40lzRK7Syt,Barry White
spotify:artist:1vdU5KvV0nDAjPRfpRKjRL,Skyhooks
spotify:artist:5geIMZUDvBE9CwP2iBnBuM,The Madden Brothers
"spotify:artist:3fyHEOOcbca0AhyPGLErpG, spotify:artist:0aHcdeP3SwSYZsCtUbvSf7","BZ, Joanne"
spotify:artist:0BZ3BHzfYwpd3k5TDnvAz8,Culture Beat
spotify:artist:1goOx6gnQdUllLfSMsL4Rt,Marques Houston
"spotify:artist:4v3l77BOnLGn6WiegeRVLf, spotify:artist:4aP1lp10BRYZO658B2NwkG, spotify:artist:3KDpcZPHxvsaVk5PReoGqh","Julie Covington, Andrew Lloyd Webber, Tim Rice"
spotify:artist:1jhdZdzOd4TJLAHqQdkUND,Jamie Lawson
spotify:artist:5gcDZA9xXCOspWgQilUYIu,The Preatures
"spotify:artist:1WHVWwMFnjB3oRcjr7nVPP, spotify:artist:5KChrtxJZ8JjNANOiBruDw","The Fureys, Davey Arthur"
"spotify:artist:3IZrrNonYELubLPJmqOci2, spotify:artist:2aVHDjRHRM7dcFkGwahXLG","Nancy Sinatra, Lee Hazlewood"
spotify:artist:4GpIeE34rBNFppvYsWle9c,The Fortunes
spotify:artist:56oDRnqbIiwx4mymNEv7dS,Lizzo
spotify:artist:0EmeFodog0BfCgMzAIvKQp,Shakira
spotify:artist:4S3VOqqGguEZu3vbJMig4t,Garrett Kato
spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey
spotify:artist:1LB8qB5BPb3MHQrfkvifXU,Cheap Trick
"spotify:artist:1dgdvbogmctybPrGEcnYf6, spotify:artist:4ScCswdRlyA23odg9thgIO","Route 94, Jess Glynne"
spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,Dead Or Alive
"spotify:artist:01pKrlgPJhm5dB4lneYAqS, spotify:artist:2feDdbD5araYcm6JhFHHw7","Sigma, Labrinth"
spotify:artist:586uxXMyD5ObPuzjtrzO1Q,Sofi Tukker
"spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:7fObcBw9VM3x7ntWKCYl0z","Lady Gaga, Colby O'Donis"
spotify:artist:7uZbOLlVQNbLVvKdGRk4VZ,1927
spotify:artist:1zJBFCev9UwOMcrZsLi2od,Lou Rawls
spotify:artist:0ckkj0a9CvIJr4h84B0OlN,The Clovers
spotify:artist:3zTOe1BtyTkwNvYZOxXktX,Joe
spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW,Air Supply
spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,The Offspring
"spotify:artist:3lns6yFKCjlELCxlzWNpmz, spotify:artist:0b56YzqAu22jh2CDUYvbbx","Triple X, Nick Skitz"
"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","Calvin Harris, The Weeknd"
spotify:artist:5Z1CCuBsyhEHngq3U5IraY,Westlife
spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas
spotify:artist:1aSxMhuvixZ8h9dK9jIDwL,Kate Bush
spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato
spotify:artist:4iudEcmuPlYNdbP3e1bdn1,Silverchair
spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael
spotify:artist:6nYTjfJFNic9m83TROYHUS,The Duprees
spotify:artist:6YHEMoNPbcheiWS2haGzkn,Michael Bolton
spotify:artist:1FbsmLXvj5CccZj6JLk46Z,Kim Cesarion
spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde
spotify:artist:2MmMqHZWMkK4WwAeMmPP7X,Pandora
spotify:artist:0Ou0138wEd8XWebhc4j7O0,San Cisco
spotify:artist:7IwgYVMAMcynxPDNtJjmfg,The Swingers
"spotify:artist:31TPClRtHm23RisEBtV3X7, spotify:artist:4YLtscXsxbVgi031ovDDdh","Justin Timberlake, Chris Stapleton"
spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman
spotify:artist:3yW6jTzGjHUUkLvLkjLOVn,Eskimo Joe
"spotify:artist:2p4FqHnazRucYQHyDCdBrJ, spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a","Simple Plan, Natasha Bedingfield"
spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake
spotify:artist:5vBKu1igxFo6g1sHADkIdg,Kate Nash
spotify:artist:07lgEPGfoA4Lqos6YGYPDU,Ricki-Lee
spotify:artist:0RUEHcBiENFEqxgicqS2ig,The Stranglers
"spotify:artist:1ZwdS5xdxEREPySFridCfh, spotify:artist:5me0Irg2ANcsgc93uaYrpb","2Pac, The Notorious B.I.G."
spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian
spotify:artist:4bTEVYNWoaihmJavrdOG9D,TV Rock feat. Seany B
"spotify:artist:45dkTj5sMRSjrmBSBeiHym, spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T","Tate McRae, Ali Gatie"
spotify:artist:73Np75Wv2tju61Eo9Zw4IR,Idina Menzel
spotify:artist:5ht2HGrvbN9eDWJarHsou6,Daddy Cool
"spotify:artist:0T2sGLJKge2eaFmZJxX7sq, spotify:artist:6Vh6UDWfu9PUSXSzAaB3CW","Wretch 32, Example"
spotify:artist:2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill
spotify:artist:7EEIyejQGa1kWg5gSkrUMZ,Selwyn
spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2
spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,George Ezra
"spotify:artist:5EvFsr3kj42KNv97ZEnqij, spotify:artist:0hXfXDhsiayeNFG98qOPHs","Shaggy, Brian & Tony Gold"
spotify:artist:6waa8mKu91GjzD4NlONlNJ,The Hollies
spotify:artist:6iRRErKYy1iojOaJoq6Ltk,Felix
spotify:artist:4OBJLual30L7gRl5UkeRcT,T.I.
"spotify:artist:4CA8PTrbq1l5IgyvBA2JSV, spotify:artist:0tbeZu9lv8YEKSQ9tZSslu","Paul Woolford, Amber Mark"
spotify:artist:3EY5DxGdy7x4GelivOjS2Q,Connie Francis
spotify:artist:1m3jswEIBazYObuVL9NriQ,Ou Est Le Swimming Pool
spotify:artist:0G5lZVxoMwoY8oV6zR8E7k,Mashd N Kutcher
"spotify:artist:2MIKLLJyOv1o5u49KRbfH7, spotify:artist:6ALuTGOzgoIUnuiyvqvMW2","Jam & Spoon, Plavka"
"spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:1P8IfcNKwrkQP5xJWuhaOC","Jennifer Lopez, LL COOL J"
spotify:artist:7zYGAXxAaq15C9eM29M8Fj,Eternal
spotify:artist:2zrZfs23sjuHDv4E6YRmNf,Kris Kross
spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker
spotify:artist:6J7rw7NELJUCThPbAfyLIE,The Civil Wars
spotify:artist:5ujCegv1BRbEPTCwQqFk6t,John Fogerty
spotify:artist:6JMHws5haIO6V35YNYDnDw,Atomic Kitten
spotify:artist:4UzQ37Y0rzonVpsXpcNyFH,Josh Pyke
spotify:artist:0UaUeprRolTdlmZVU4yzPS,Hockey
spotify:artist:6A43Djmhbe9100UwnI7epV,CAKE
spotify:artist:7H55rcKCfwqkyDFH9wpKM6,Christina Perri
spotify:artist:0grdhNhiRLFBaFVyybqsj6,Richard Marx
spotify:artist:5e4Dhzv426EvQe3aDb64jL,Shania Twain
"spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:7LnaAXbDVIL75IVPnndf7w","Kanye West, Jamie Foxx"
"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:5Z2NUZiY3FA00HKu5WTMhA","Macklemore & Ryan Lewis, Mary Lambert"
spotify:artist:3NRFinRTEqUCfaTTZmk8ek,Savage Garden
spotify:artist:6DQ6mdEhxCgHPqfX1niZZK,Floyd Cramer
spotify:artist:0WjkBDqno4HbjwNDqyMgVa,Kenny Rogers & The First Edition
spotify:artist:5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz
spotify:artist:0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls
spotify:artist:6p7iFdv6Wn9iaS7AwVLvod,Nana Mouskouri
spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park
spotify:artist:3bCvHtuIXWXPbCMdSYudmZ,Cilla Black
spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men
"spotify:artist:3vn7rk7VNMfDhuZNB9sDYP, spotify:artist:0NnyKz36MvIC2R3dFht35A","360, Gossling"
"spotify:artist:4hKkEHkaqCsyxNxXEsszVH, spotify:artist:4BoRxUdrcgbbq1rxJvvhg9","John Travolta, Olivia Newton-John"
"spotify:artist:5vBSrE1xujD2FXYRarbAXc, spotify:artist:4RVnAU35WRWra6OZ3CbbMA","Years & Years, Kylie Minogue"
"spotify:artist:4CZLoCIZfFOPmv2GRYMzjw, spotify:artist:0DR4z5jMA1eqx0CmHBUpkr","Anton, DJ Ötzi"
spotify:artist:6X9aYHnQ75YI8o08aoa0iS,Boyzone
"spotify:artist:2KC232QzznUIYsnVvW9pEv, spotify:artist:5w0ka9nPOmEH6CcZrutyP2","Enrique Iglesias feat. Pitbull, Jason Nevins"
"spotify:artist:1UTPBmNbXNTittyMJrNkvw, spotify:artist:1GxkXlMwML1oSg5eLPiAz3","Blake Shelton, Michael Bublé"
spotify:artist:57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson
"spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:26VFTg2z8YR0cCuwLzESi2","Marshmello, Halsey"
spotify:artist:1W4SfNO5hb1tdX0wQ87zxl,Racey
spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper
spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,The Cranberries
spotify:artist:7nb3bQbrTAzmdR2NUKRVZ0,Autumn
spotify:artist:55qiaow2sDYtjqu1mwRua6,New Kids On The Block
spotify:artist:7udwYystFcvYziV36ZIwuh,Hunters & Collectors
spotify:artist:5NGO30tJxFlKixkPSgXcFE,The Police
spotify:artist:5t06MTkDD3yr5LVs3YFLQC,Divinyls
spotify:artist:6PyZY3e7wgYgRdegqvqhSo,Dee Clark
"spotify:artist:6LuN9FCkKOj5PcnpouEgny, spotify:artist:2cWZOOzeOm4WmBJRnD5R7I","Khalid, Normani"
spotify:artist:24GaH9tRBgZjlvOhpFuKi2,"Blood\, Sweat & Tears"
spotify:artist:6VX2R9L0O0d6qPvqGuIH7b,September
spotify:artist:0lSDlT2Z5EvUGNIl7WQ7k0,Merril Bainbridge
spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer
spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes
spotify:artist:26VFTg2z8YR0cCuwLzESi2,Halsey
spotify:artist:3YUrEElXpqiPSbffh9XXZd,Rogue Traders
"spotify:artist:0vWCyXMrrvMlCcepuOJaGI, spotify:artist:06HL4z0CvFAxyc27GXpf02","BOYS LIKE GIRLS, Taylor Swift"
spotify:artist:7egNqIGRldMzifHoh8pib6,Al Martino
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd
spotify:artist:2dknbKktpuIxHJUkRjObuE,Liv Maessen
spotify:artist:1aVud1rCHS8xrpDjI7zEUy,Alex Lloyd
spotify:artist:3MIwMeYV8vmgQFbbRiJTp2,Jeannie C. Riley
spotify:artist:2tFN9ubMXEhdAQvdQxcsma,Jessica Simpson
spotify:artist:7gZMm6pQpLhYgWN2cABBP9,The Loved Ones
spotify:artist:6FXMGgJwohJLUSr5nVlf9X,Massive Attack
spotify:artist:1G1mX30GpUJqOr1QU2eBSs,Yazoo
spotify:artist:7HZQqtnOYmjJl8XAB3Vg8y,Hoodoo Gurus
spotify:artist:14ZxDAK6ITtZZqPdiWrvSn,Everlast
spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys
"spotify:artist:5p7f24Rk5HkUZsaS3BLG5F, spotify:artist:4AVFqumd2ogHFlRbKIjp1t, spotify:artist:3b8QkneNDz4JHKKKlLgYZg, spotify:artist:4olE3I5QU0dvSR7LIpqTXc","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT"
spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House
spotify:artist:3iN9k8uvm4WrgdlOigOH8D,Hook N Sling
spotify:artist:36msvw9B10rxW90NSQ2794,Johnny Tillotson
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii
spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie
spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,Calum Scott
spotify:artist:384DhgGNBZ91pyVJF61u18,Gyroscope
spotify:artist:573nSltoBinkbQXk5JSY9U,Flash and the Pan
spotify:artist:2eogQKWWoohI3BSnoG7E2U,Donna Summer
spotify:artist:5P5FTygHyx2G57oszR3Wot,Daughtry
"spotify:artist:4phGZZrJZRo4ElhRtViYdl, spotify:artist:6aZyMrc4doVtZyKNilOmwu","Jason Mraz, Colbie Caillat"
spotify:artist:1PXHzxRDiLnjqNrRn2Xbsa,Underworld
spotify:artist:3PrFCybHMqrcPls31JxoIl,Johnny Burnette
spotify:artist:74ASZWbe4lXaubB36ztrGX,Bob Dylan
spotify:artist:43sZBwHjahUvgbx1WNIkIz,Creed
spotify:artist:68DZmZtcs3qo3E6K0jycyA,Peaches
spotify:artist:0EodhzA6yW1bIdD5B4tcmJ,Bobby Darin
spotify:artist:708pmTl2zRKC87egxplOGc,The Sensations
spotify:artist:1YEGETLT2p8k97LIo3deHL,Crash Test Dummies
spotify:artist:4fwuXg6XQHfdlOdmw36OHa,Paloma Faith
spotify:artist:48YxSlb23RAaCd4RyHcV9V,Herman's Hermits
spotify:artist:5jVeqi3PNaTOajfvBa4uFn,Thompson Twins
spotify:artist:6I7tqjEzznFPrardDfvsvq,Gene McDaniels
spotify:artist:4ScCswdRlyA23odg9thgIO,Jess Glynne
spotify:artist:1CD77o9fbdyQFrHnUPUEsF,Traffic
spotify:artist:6B5c4sch27tWHAGdarpPaW,Seether
"spotify:artist:5ndkK3dpZLKtBklKjxNQwT, spotify:artist:6Rx1JKzBrSzoKQtmbVmBnM","B.o.B, Hayley Williams"
"spotify:artist:619CzMJPPWrCeZwx5qw6ko, spotify:artist:31r6yVmmkwBaiF1PEJahvP","Besomorph, Lucifer"
spotify:artist:2kreKea2n96dXjcyAU9j5N,The Pointer Sisters
spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry
spotify:artist:6FITmSxIMsk6TfulFiCIIz,Ram Jam
spotify:artist:1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas
"spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:5JSXWmQO8csVUy6hSRu8TA","Kygo, Maty Noyes"
spotify:artist:6vLlQYujOujIrm7zAKzEdG,Donovan
"spotify:artist:0awl5piYwO0CDTHEkCjUhn, spotify:artist:6KZDXtSj0SzGOV705nNeh3, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","Nico & Vinz, Kid Ink, Bebe Rexha"
spotify:artist:0jlaKVJh79ZLDp5h9Uab2P,David Franj
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish
"spotify:artist:01QTIT5P1pFP3QnnFSdsJf, spotify:artist:5t2P9w0qT2I9y0DrNhykSj","Lupe Fiasco, Matthew Santos"
spotify:artist:6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
spotify:artist:2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile
spotify:artist:3K2zB87GZv1krx031en5VA,La Roux
spotify:artist:0FrpdcVlJQqibaz5HfBUrL,Rick James
spotify:artist:2NdeV5rLm47xAvogXrYhJX,Ciara
spotify:artist:0NCXrh1XOnHNp4mM0JUFJw,Nicolette Larson
spotify:artist:4dpARuHxo51G3z768sgnrY,Adele
"spotify:artist:4etuCZVdP8yiNPn4xf0ie5, spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3","Julio Iglesias, Willie Nelson"
"spotify:artist:1XE70WwxhnrXNAJYQQ9ygx, spotify:artist:1BwHztAQKypBuy5WBEdJnG","Bill Medley, Jennifer Warnes"
"spotify:artist:2ikT9iKpjKsyVX9esa3AZC, spotify:artist:7dc6hUwyuIhrZdh80eaCEE","Camille Jones, Fedde Le Grand"
spotify:artist:422gtj7D6L6pvr0GE08lwf,Rosie & The Originals
spotify:artist:2g6fa86fL6oLcoDqanBbuR,Delta Goodrem
spotify:artist:2FBQIV8BJF5SrvXpziFE2M,Redgum
spotify:artist:3R6f1aBWwde7ZqGv7hf4dY,Eruption
spotify:artist:3vgQA38yGGMvn4DHjsVre5,The Screaming Jets
spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz
spotify:artist:3aAUu37qACrKr6h9eQyNVj,The Reels
spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra
spotify:artist:2DppeCnNtvrLfEobq9Pw5r,Adam & The Ants
spotify:artist:07XSN3sPlIlB2L2XNcTwJw,KISS
spotify:artist:2Q4FnG5T6NTUcAAZwuMV5K,Del Amitri
spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day
spotify:artist:6LJLkqGPy0xFsVCdPP6PJI,Peter McCann
spotify:artist:5dcOK4stT4JDkP6Dqhbz5s,Sheena Easton
spotify:artist:7rewR1TVjhisjI6gauUamf,The Crystals
"spotify:artist:3aTuTR5Nf6pVW3837q2ZL7, spotify:artist:5aO4PS2vHHs4n14pMwmadH","Maxi Priest, John Gallen"
spotify:artist:7vXwfZyDp3spzIVNXDaTPN,Metro Station
"spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:39AZSw4A8hCFWunEg2k89Z","Rudimental, Anne-Marie, Will Heard"
spotify:artist:2PeqTZKroEc2oDwTfmB2al,The Angels
spotify:artist:67ea9eGLXYMsO2eYQRui3w,The Who
spotify:artist:0yNLKJebCb8Aueb54LYya3,New Order
"spotify:artist:56mfhUDKa1vec6rSLZV5Eg, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","Jawsh 685, Jason Derulo"
spotify:artist:6htUPs3clIStnkvg5jimKZ,Liberty X
spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,Irene Cara
spotify:artist:1XkoF8ryArs86LZvFOkbyr,Mary J. Blige
spotify:artist:14L5rpGTLVUz1pD8fUeJB1,Eliza Doolittle
spotify:artist:1n2LWYgwtGp7EzDapUoniE,Tommy Tutone
"spotify:artist:73sSFVlM6pkweLXE8qw1OS, spotify:artist:3tkZ5S6yPSkEQZV6wXqHGl","Ricky Nelson, Bob Fisher"
"spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","The Pussycat Dolls, Snoop Dogg"
spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera
"spotify:artist:66W9LaWS0DPdL7Sz8iYGYe, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","JP Saxe, Julia Michaels"
spotify:artist:0hLd40hVpRDGENe4KGZLnW,Falco
spotify:artist:6t4LxgTrh1IcKhI2rs26Yz,Rob Mills
spotify:artist:0kkxsdcaWmWU2yWAqclDh4,Rixton
spotify:artist:2uhEmRPgI5Ppg2T3o8VP31,Tina Cousins
spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins
spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,Why Don't We
spotify:artist:3YcBF2ttyueytpXtEzn1Za,Incubus
spotify:artist:67hb7towEyKvt5Z8Bx306c,Empire of the Sun
spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey
"spotify:artist:5NuneeBDaWZspG13LcsYuV, spotify:artist:4M3c7tg4BzLQ5pIOupZL65","Roger Glover, Ronnie James Dio"
spotify:artist:7dnB1wSxbYa8CejeVg98hz,Meat Loaf
spotify:artist:0nyc9SZGLITSOJASmTZsnZ,LEN
"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:3hcs9uc56yIGFCSy9leWe7","Drake, Lil Durk"
"spotify:artist:4qwGe91Bz9K2T8jXTZ815W, spotify:artist:3ZotbHeyVQKxQCPDJuQ4SU, spotify:artist:5hW4L92KnC6dX9t7tYM4Ve","Janet Jackson, Q-Tip, Joni Mitchell"
spotify:artist:48QdHdRanCXdBt6lygsDES,Johnny Crawford
spotify:artist:2DaDoR6WXStRctDQDWWQpI,Baby Animals
spotify:artist:5Va9LuEmaZxnbk1gMnjMD7,Arrested Development
spotify:artist:1kM5rgJvkiDMOoKX56H6pX,S Club 7
"spotify:artist:02kJSzxNuaWGqwubyUba0Z, spotify:artist:64M6ah0SkkRsnPGtGiRAbb","G-Eazy, Bebe Rexha"
spotify:artist:3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects
spotify:artist:366F0fK0l1AcbJciJizbDX,The Bureau
spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf
spotify:artist:0DW7boyjvbaSP3OJ72sXgC,Al Stewart
spotify:artist:0Lpr5wXzWLtDWm1SjNbpPb,Todd Rundgren
"spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:2wY79sveU1sp5g7SokKOiI","Disclosure, Sam Smith"
spotify:artist:3iBuBivHItWMpdiVmLT0uB,The Sandpipers
spotify:artist:0z4gvV4rjIZ9wHck67ucSV,Akon
spotify:artist:5bnNgwp3nooah9yHAHsnR4,Jason Donovan
spotify:artist:5CCwRZC6euC8Odo6y9X8jr,Rita Ora
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey
spotify:artist:7KK6M2jPylHa6gLbMBI6V0,Tony Christie
spotify:artist:5ny07v4RRsvdv1uQVplMry,Brian McFadden
spotify:artist:4zVfvSWs6FvSD6B5lQGs2S,Peter Andre
